Province.State,Country.Region,Lat,Long,date,cases,type
,Afghanistan,33,65,3/3/2020,0,confirmed
,Afghanistan,33,65,3/4/2020,0,confirmed
,Afghanistan,33,65,3/5/2020,0,confirmed
,Afghanistan,33,65,3/6/2020,0,confirmed
,Afghanistan,33,65,3/7/2020,0,confirmed
,Afghanistan,33,65,3/8/2020,3,confirmed
,Afghanistan,33,65,3/9/2020,0,confirmed
,Afghanistan,33,65,3/10/2020,1,confirmed
,Afghanistan,33,65,3/11/2020,2,confirmed
,Afghanistan,33,65,3/12/2020,0,confirmed
,Afghanistan,33,65,3/13/2020,0,confirmed
,Afghanistan,33,65,3/14/2020,4,confirmed
,Afghanistan,33,65,3/15/2020,5,confirmed
,Afghanistan,33,65,3/16/2020,5,confirmed
,Albania,41.1533,20.1683,1/22/2020,0,confirmed
,Albania,41.1533,20.1683,1/23/2020,0,confirmed
,Albania,41.1533,20.1683,1/24/2020,0,confirmed
,Albania,41.1533,20.1683,1/25/2020,0,confirmed
,Albania,41.1533,20.1683,1/26/2020,0,confirmed
,Albania,41.1533,20.1683,1/27/2020,0,confirmed
,Albania,41.1533,20.1683,1/28/2020,0,confirmed
,Albania,41.1533,20.1683,1/29/2020,0,confirmed
,Albania,41.1533,20.1683,1/30/2020,0,confirmed
,Albania,41.1533,20.1683,1/31/2020,0,confirmed
,Albania,41.1533,20.1683,2/1/2020,0,confirmed
,Albania,41.1533,20.1683,2/2/2020,0,confirmed
,Albania,41.1533,20.1683,2/3/2020,0,confirmed
,Albania,41.1533,20.1683,2/4/2020,0,confirmed
,Albania,41.1533,20.1683,2/5/2020,0,confirmed
,Albania,41.1533,20.1683,2/6/2020,0,confirmed
,Albania,41.1533,20.1683,2/7/2020,0,confirmed
,Albania,41.1533,20.1683,2/8/2020,0,confirmed
,Albania,41.1533,20.1683,2/9/2020,0,confirmed
,Albania,41.1533,20.1683,2/10/2020,0,confirmed
,Albania,41.1533,20.1683,2/11/2020,0,confirmed
,Albania,41.1533,20.1683,2/12/2020,0,confirmed
,Albania,41.1533,20.1683,2/13/2020,0,confirmed
,Albania,41.1533,20.1683,2/14/2020,0,confirmed
,Albania,41.1533,20.1683,2/15/2020,0,confirmed
,Albania,41.1533,20.1683,2/16/2020,0,confirmed
,Albania,41.1533,20.1683,2/17/2020,0,confirmed
,Albania,41.1533,20.1683,2/18/2020,0,confirmed
,Albania,41.1533,20.1683,2/19/2020,0,confirmed
,Albania,41.1533,20.1683,2/20/2020,0,confirmed
,Albania,41.1533,20.1683,2/21/2020,0,confirmed
,Albania,41.1533,20.1683,2/22/2020,0,confirmed
,Albania,41.1533,20.1683,2/23/2020,0,confirmed
,Albania,41.1533,20.1683,2/24/2020,0,confirmed
,Albania,41.1533,20.1683,2/25/2020,0,confirmed
,Albania,41.1533,20.1683,2/26/2020,0,confirmed
,Albania,41.1533,20.1683,2/27/2020,0,confirmed
,Albania,41.1533,20.1683,2/28/2020,0,confirmed
,Albania,41.1533,20.1683,2/29/2020,0,confirmed
,Albania,41.1533,20.1683,3/1/2020,0,confirmed
,Albania,41.1533,20.1683,3/2/2020,0,confirmed
,Albania,41.1533,20.1683,3/3/2020,0,confirmed
,Albania,41.1533,20.1683,3/4/2020,0,confirmed
,Albania,41.1533,20.1683,3/5/2020,0,confirmed
,Albania,41.1533,20.1683,3/6/2020,0,confirmed
,Albania,41.1533,20.1683,3/7/2020,0,confirmed
,Albania,41.1533,20.1683,3/8/2020,0,confirmed
,Albania,41.1533,20.1683,3/9/2020,2,confirmed
,Albania,41.1533,20.1683,3/10/2020,8,confirmed
,Albania,41.1533,20.1683,3/11/2020,2,confirmed
,Albania,41.1533,20.1683,3/12/2020,11,confirmed
,Albania,41.1533,20.1683,3/13/2020,10,confirmed
,Albania,41.1533,20.1683,3/14/2020,5,confirmed
,Albania,41.1533,20.1683,3/15/2020,4,confirmed
,Albania,41.1533,20.1683,3/16/2020,9,confirmed
,Algeria,28.0339,1.6596,1/22/2020,0,confirmed
,Algeria,28.0339,1.6596,1/23/2020,0,confirmed
,Algeria,28.0339,1.6596,1/24/2020,0,confirmed
,Algeria,28.0339,1.6596,1/25/2020,0,confirmed
,Algeria,28.0339,1.6596,1/26/2020,0,confirmed
,Algeria,28.0339,1.6596,1/27/2020,0,confirmed
,Algeria,28.0339,1.6596,1/28/2020,0,confirmed
,Algeria,28.0339,1.6596,1/29/2020,0,confirmed
,Algeria,28.0339,1.6596,1/30/2020,0,confirmed
,Algeria,28.0339,1.6596,1/31/2020,0,confirmed
,Algeria,28.0339,1.6596,2/1/2020,0,confirmed
,Algeria,28.0339,1.6596,2/2/2020,0,confirmed
,Algeria,28.0339,1.6596,2/3/2020,0,confirmed
,Algeria,28.0339,1.6596,2/4/2020,0,confirmed
,Algeria,28.0339,1.6596,2/5/2020,0,confirmed
,Algeria,28.0339,1.6596,2/6/2020,0,confirmed
,Algeria,28.0339,1.6596,2/7/2020,0,confirmed
,Algeria,28.0339,1.6596,2/8/2020,0,confirmed
,Algeria,28.0339,1.6596,2/9/2020,0,confirmed
,Algeria,28.0339,1.6596,2/10/2020,0,confirmed
,Algeria,28.0339,1.6596,2/11/2020,0,confirmed
,Algeria,28.0339,1.6596,2/12/2020,0,confirmed
,Algeria,28.0339,1.6596,2/13/2020,0,confirmed
,Algeria,28.0339,1.6596,2/14/2020,0,confirmed
,Algeria,28.0339,1.6596,2/15/2020,0,confirmed
,Algeria,28.0339,1.6596,2/16/2020,0,confirmed
,Algeria,28.0339,1.6596,2/17/2020,0,confirmed
,Algeria,28.0339,1.6596,2/18/2020,0,confirmed
,Algeria,28.0339,1.6596,2/19/2020,0,confirmed
,Algeria,28.0339,1.6596,2/20/2020,0,confirmed
,Algeria,28.0339,1.6596,2/21/2020,0,confirmed
,Algeria,28.0339,1.6596,2/22/2020,0,confirmed
,Algeria,28.0339,1.6596,2/23/2020,0,confirmed
,Algeria,28.0339,1.6596,2/24/2020,0,confirmed
,Algeria,28.0339,1.6596,2/25/2020,1,confirmed
,Algeria,28.0339,1.6596,2/26/2020,0,confirmed
,Algeria,28.0339,1.6596,2/27/2020,0,confirmed
,Algeria,28.0339,1.6596,2/28/2020,0,confirmed
,Algeria,28.0339,1.6596,2/29/2020,0,confirmed
,Algeria,28.0339,1.6596,3/1/2020,0,confirmed
,Algeria,28.0339,1.6596,3/2/2020,2,confirmed
,Algeria,28.0339,1.6596,3/3/2020,2,confirmed
,Algeria,28.0339,1.6596,3/4/2020,7,confirmed
,Algeria,28.0339,1.6596,3/5/2020,0,confirmed
,Algeria,28.0339,1.6596,3/6/2020,5,confirmed
,Algeria,28.0339,1.6596,3/7/2020,0,confirmed
,Algeria,28.0339,1.6596,3/8/2020,2,confirmed
,Algeria,28.0339,1.6596,3/9/2020,1,confirmed
,Algeria,28.0339,1.6596,3/10/2020,0,confirmed
,Algeria,28.0339,1.6596,3/11/2020,0,confirmed
,Algeria,28.0339,1.6596,3/12/2020,4,confirmed
,Algeria,28.0339,1.6596,3/13/2020,2,confirmed
,Algeria,28.0339,1.6596,3/14/2020,11,confirmed
,Algeria,28.0339,1.6596,3/15/2020,11,confirmed
,Algeria,28.0339,1.6596,3/16/2020,6,confirmed
,Andorra,42.5063,1.5218,1/22/2020,0,confirmed
,Andorra,42.5063,1.5218,1/23/2020,0,confirmed
,Andorra,42.5063,1.5218,1/24/2020,0,confirmed
,Andorra,42.5063,1.5218,1/25/2020,0,confirmed
,Andorra,42.5063,1.5218,1/26/2020,0,confirmed
,Andorra,42.5063,1.5218,1/27/2020,0,confirmed
,Andorra,42.5063,1.5218,1/28/2020,0,confirmed
,Andorra,42.5063,1.5218,1/29/2020,0,confirmed
,Andorra,42.5063,1.5218,1/30/2020,0,confirmed
,Andorra,42.5063,1.5218,1/31/2020,0,confirmed
,Andorra,42.5063,1.5218,2/1/2020,0,confirmed
,Andorra,42.5063,1.5218,2/2/2020,0,confirmed
,Andorra,42.5063,1.5218,2/3/2020,0,confirmed
,Andorra,42.5063,1.5218,2/4/2020,0,confirmed
,Andorra,42.5063,1.5218,2/5/2020,0,confirmed
,Andorra,42.5063,1.5218,2/6/2020,0,confirmed
,Andorra,42.5063,1.5218,2/7/2020,0,confirmed
,Andorra,42.5063,1.5218,2/8/2020,0,confirmed
,Andorra,42.5063,1.5218,2/9/2020,0,confirmed
,Andorra,42.5063,1.5218,2/10/2020,0,confirmed
,Andorra,42.5063,1.5218,2/11/2020,0,confirmed
,Andorra,42.5063,1.5218,2/12/2020,0,confirmed
,Andorra,42.5063,1.5218,2/13/2020,0,confirmed
,Andorra,42.5063,1.5218,2/14/2020,0,confirmed
,Andorra,42.5063,1.5218,2/15/2020,0,confirmed
,Andorra,42.5063,1.5218,2/16/2020,0,confirmed
,Andorra,42.5063,1.5218,2/17/2020,0,confirmed
,Andorra,42.5063,1.5218,2/18/2020,0,confirmed
,Andorra,42.5063,1.5218,2/19/2020,0,confirmed
,Andorra,42.5063,1.5218,2/20/2020,0,confirmed
,Andorra,42.5063,1.5218,2/21/2020,0,confirmed
,Andorra,42.5063,1.5218,2/22/2020,0,confirmed
,Andorra,42.5063,1.5218,2/23/2020,0,confirmed
,Andorra,42.5063,1.5218,2/24/2020,0,confirmed
,Andorra,42.5063,1.5218,2/25/2020,0,confirmed
,Andorra,42.5063,1.5218,2/26/2020,0,confirmed
,Andorra,42.5063,1.5218,2/27/2020,0,confirmed
,Andorra,42.5063,1.5218,2/28/2020,0,confirmed
,Andorra,42.5063,1.5218,2/29/2020,0,confirmed
,Andorra,42.5063,1.5218,3/1/2020,0,confirmed
,Andorra,42.5063,1.5218,3/2/2020,1,confirmed
,Andorra,42.5063,1.5218,3/3/2020,0,confirmed
,Andorra,42.5063,1.5218,3/4/2020,0,confirmed
,Andorra,42.5063,1.5218,3/5/2020,0,confirmed
,Andorra,42.5063,1.5218,3/6/2020,0,confirmed
,Andorra,42.5063,1.5218,3/7/2020,0,confirmed
,Andorra,42.5063,1.5218,3/8/2020,0,confirmed
,Andorra,42.5063,1.5218,3/9/2020,0,confirmed
,Andorra,42.5063,1.5218,3/10/2020,0,confirmed
,Andorra,42.5063,1.5218,3/11/2020,0,confirmed
,Andorra,42.5063,1.5218,3/12/2020,0,confirmed
,Andorra,42.5063,1.5218,3/13/2020,0,confirmed
,Andorra,42.5063,1.5218,3/14/2020,0,confirmed
,Andorra,42.5063,1.5218,3/15/2020,0,confirmed
,Andorra,42.5063,1.5218,3/16/2020,1,confirmed
,Antigua and Barbuda,17.0608,-61.7964,1/22/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,1/23/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,1/24/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,1/25/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,1/26/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,1/27/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,1/28/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,1/29/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,1/30/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,1/31/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/1/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/2/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/3/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/4/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/5/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/6/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/7/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/8/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/9/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/10/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/11/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/12/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/13/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/14/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/15/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/16/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/17/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/18/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/19/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/20/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/21/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/22/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/23/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/24/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/25/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/26/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/27/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/28/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,2/29/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/1/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/2/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/3/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/4/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/5/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/6/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/7/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/8/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/9/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/10/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/11/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/12/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/13/2020,1,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/14/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/15/2020,0,confirmed
,Antigua and Barbuda,17.0608,-61.7964,3/16/2020,0,confirmed
,Argentina,-38.4161,-63.6167,1/22/2020,0,confirmed
,Argentina,-38.4161,-63.6167,1/23/2020,0,confirmed
,Argentina,-38.4161,-63.6167,1/24/2020,0,confirmed
,Argentina,-38.4161,-63.6167,1/25/2020,0,confirmed
,Argentina,-38.4161,-63.6167,1/26/2020,0,confirmed
,Argentina,-38.4161,-63.6167,1/27/2020,0,confirmed
,Argentina,-38.4161,-63.6167,1/28/2020,0,confirmed
,Argentina,-38.4161,-63.6167,1/29/2020,0,confirmed
,Argentina,-38.4161,-63.6167,1/30/2020,0,confirmed
,Argentina,-38.4161,-63.6167,1/31/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/1/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/2/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/3/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/4/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/5/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/6/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/7/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/8/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/9/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/10/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/11/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/12/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/13/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/14/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/15/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/16/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/17/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/18/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/19/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/20/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/21/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/22/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/23/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/24/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/25/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/26/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/27/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/28/2020,0,confirmed
,Argentina,-38.4161,-63.6167,2/29/2020,0,confirmed
,Argentina,-38.4161,-63.6167,3/1/2020,0,confirmed
,Argentina,-38.4161,-63.6167,3/2/2020,0,confirmed
,Argentina,-38.4161,-63.6167,3/3/2020,1,confirmed
,Argentina,-38.4161,-63.6167,3/4/2020,0,confirmed
,Argentina,-38.4161,-63.6167,3/5/2020,0,confirmed
,Argentina,-38.4161,-63.6167,3/6/2020,1,confirmed
,Argentina,-38.4161,-63.6167,3/7/2020,6,confirmed
,Argentina,-38.4161,-63.6167,3/8/2020,4,confirmed
,Argentina,-38.4161,-63.6167,3/9/2020,0,confirmed
,Argentina,-38.4161,-63.6167,3/10/2020,5,confirmed
,Argentina,-38.4161,-63.6167,3/11/2020,2,confirmed
,Argentina,-38.4161,-63.6167,3/12/2020,0,confirmed
,Argentina,-38.4161,-63.6167,3/13/2020,12,confirmed
,Argentina,-38.4161,-63.6167,3/14/2020,3,confirmed
,Argentina,-38.4161,-63.6167,3/15/2020,11,confirmed
,Argentina,-38.4161,-63.6167,3/16/2020,11,confirmed
,Armenia,40.0691,45.0382,1/22/2020,0,confirmed
,Armenia,40.0691,45.0382,1/23/2020,0,confirmed
,Armenia,40.0691,45.0382,1/24/2020,0,confirmed
,Armenia,40.0691,45.0382,1/25/2020,0,confirmed
,Armenia,40.0691,45.0382,1/26/2020,0,confirmed
,Armenia,40.0691,45.0382,1/27/2020,0,confirmed
,Armenia,40.0691,45.0382,1/28/2020,0,confirmed
,Armenia,40.0691,45.0382,1/29/2020,0,confirmed
,Armenia,40.0691,45.0382,1/30/2020,0,confirmed
,Armenia,40.0691,45.0382,1/31/2020,0,confirmed
,Armenia,40.0691,45.0382,2/1/2020,0,confirmed
,Armenia,40.0691,45.0382,2/2/2020,0,confirmed
,Armenia,40.0691,45.0382,2/3/2020,0,confirmed
,Armenia,40.0691,45.0382,2/4/2020,0,confirmed
,Armenia,40.0691,45.0382,2/5/2020,0,confirmed
,Armenia,40.0691,45.0382,2/6/2020,0,confirmed
,Armenia,40.0691,45.0382,2/7/2020,0,confirmed
,Armenia,40.0691,45.0382,2/8/2020,0,confirmed
,Armenia,40.0691,45.0382,2/9/2020,0,confirmed
,Armenia,40.0691,45.0382,2/10/2020,0,confirmed
,Armenia,40.0691,45.0382,2/11/2020,0,confirmed
,Armenia,40.0691,45.0382,2/12/2020,0,confirmed
,Armenia,40.0691,45.0382,2/13/2020,0,confirmed
,Armenia,40.0691,45.0382,2/14/2020,0,confirmed
,Armenia,40.0691,45.0382,2/15/2020,0,confirmed
,Armenia,40.0691,45.0382,2/16/2020,0,confirmed
,Armenia,40.0691,45.0382,2/17/2020,0,confirmed
,Armenia,40.0691,45.0382,2/18/2020,0,confirmed
,Armenia,40.0691,45.0382,2/19/2020,0,confirmed
,Armenia,40.0691,45.0382,2/20/2020,0,confirmed
,Armenia,40.0691,45.0382,2/21/2020,0,confirmed
,Armenia,40.0691,45.0382,2/22/2020,0,confirmed
,Armenia,40.0691,45.0382,2/23/2020,0,confirmed
,Armenia,40.0691,45.0382,2/24/2020,0,confirmed
,Armenia,40.0691,45.0382,2/25/2020,0,confirmed
,Armenia,40.0691,45.0382,2/26/2020,0,confirmed
,Armenia,40.0691,45.0382,2/27/2020,0,confirmed
,Armenia,40.0691,45.0382,2/28/2020,0,confirmed
,Armenia,40.0691,45.0382,2/29/2020,0,confirmed
,Armenia,40.0691,45.0382,3/1/2020,1,confirmed
,Armenia,40.0691,45.0382,3/2/2020,0,confirmed
,Armenia,40.0691,45.0382,3/3/2020,0,confirmed
,Armenia,40.0691,45.0382,3/4/2020,0,confirmed
,Armenia,40.0691,45.0382,3/5/2020,0,confirmed
,Armenia,40.0691,45.0382,3/6/2020,0,confirmed
,Armenia,40.0691,45.0382,3/7/2020,0,confirmed
,Armenia,40.0691,45.0382,3/8/2020,0,confirmed
,Armenia,40.0691,45.0382,3/9/2020,0,confirmed
,Armenia,40.0691,45.0382,3/10/2020,0,confirmed
,Armenia,40.0691,45.0382,3/11/2020,0,confirmed
,Armenia,40.0691,45.0382,3/12/2020,3,confirmed
,Armenia,40.0691,45.0382,3/13/2020,4,confirmed
,Armenia,40.0691,45.0382,3/14/2020,10,confirmed
,Armenia,40.0691,45.0382,3/15/2020,8,confirmed
,Armenia,40.0691,45.0382,3/16/2020,26,confirmed
,Aruba,12.5211,-69.9683,1/22/2020,0,confirmed
,Aruba,12.5211,-69.9683,1/23/2020,0,confirmed
,Aruba,12.5211,-69.9683,1/24/2020,0,confirmed
,Aruba,12.5211,-69.9683,1/25/2020,0,confirmed
,Aruba,12.5211,-69.9683,1/26/2020,0,confirmed
,Aruba,12.5211,-69.9683,1/27/2020,0,confirmed
,Aruba,12.5211,-69.9683,1/28/2020,0,confirmed
,Aruba,12.5211,-69.9683,1/29/2020,0,confirmed
,Aruba,12.5211,-69.9683,1/30/2020,0,confirmed
,Aruba,12.5211,-69.9683,1/31/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/1/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/2/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/3/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/4/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/5/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/6/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/7/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/8/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/9/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/10/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/11/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/12/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/13/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/14/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/15/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/16/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/17/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/18/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/19/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/20/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/21/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/22/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/23/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/24/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/25/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/26/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/27/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/28/2020,0,confirmed
,Aruba,12.5211,-69.9683,2/29/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/1/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/2/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/3/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/4/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/5/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/6/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/7/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/8/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/9/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/10/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/11/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/12/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/13/2020,2,confirmed
,Aruba,12.5211,-69.9683,3/14/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/15/2020,0,confirmed
,Aruba,12.5211,-69.9683,3/16/2020,0,confirmed
,Austria,47.5162,14.5501,1/22/2020,0,confirmed
,Austria,47.5162,14.5501,1/23/2020,0,confirmed
,Austria,47.5162,14.5501,1/24/2020,0,confirmed
,Austria,47.5162,14.5501,1/25/2020,0,confirmed
,Austria,47.5162,14.5501,1/26/2020,0,confirmed
,Austria,47.5162,14.5501,1/27/2020,0,confirmed
,Austria,47.5162,14.5501,1/28/2020,0,confirmed
,Austria,47.5162,14.5501,1/29/2020,0,confirmed
,Austria,47.5162,14.5501,1/30/2020,0,confirmed
,Austria,47.5162,14.5501,1/31/2020,0,confirmed
,Austria,47.5162,14.5501,2/1/2020,0,confirmed
,Austria,47.5162,14.5501,2/2/2020,0,confirmed
,Austria,47.5162,14.5501,2/3/2020,0,confirmed
,Austria,47.5162,14.5501,2/4/2020,0,confirmed
,Austria,47.5162,14.5501,2/5/2020,0,confirmed
,Austria,47.5162,14.5501,2/6/2020,0,confirmed
